Unnamed: 0,Item,Pronunciation,Phonology,Frequency,Length
16419,sonata,S AH N AA T AH,sxnatx,0.63,6
15412,sciatica,S AY AE T IH K AH,sYAtIkx,0.25,7
190,adapter,AH D AE P T AH R,xdAptxr,0.22,7
16145,slake,S L EY K,slek,0.06,4
11559,nervousness,N AH R V AH S N AH S,nxrvxsnxs,0.59,9
12877,phantom,F AE N T AH M,fAntxm,4.08,6
16251,smog,S M AO G,smcg,1.08,4
16279,snatch,S N AE CH,snAC,3.9,4
14882,ribald,R IH B AO L D,rIbcld,0.16,6
12832,persuasive,P AH R S W EY S IH V,pxrswesIv,2.18,9
3508,concerto,K AH N CH EH R T OW,kxnCErto,0.94,8
16350,sofa,S OW F AH,sofx,5.86,4
80,accelerate,AE K S EH L AH R EY T,AksElxret,1.27,9
3749,contraption,K AH N T R AE P SH IH N,kxntrApSIn,1.47,10
1903,boldness,B OW L D N AH S,boldnxs,0.22,7
16052,singleness,S IH NG G AH L N IH S,sIGgxlnIs,0.04,9
15578,seemingly,S IY M IH NG L IY,simIGli,2.12,7
4043,craze,K R EY Z,krez,1.02,4
14570,remodel,R IH M AA D AH L,rImadxl,0.76,7
7763,grimmer,G R IH M AH R,grImxr,0.02,6
19027,vanish,V AE N IH SH,vAnIS,3.2,5
12385,pallor,P AE L AH R,pAlxr,0.14,5
2472,canopy,K AE N AH P IY,kAnxpi,1.69,6
5100,disproportionate,D IH S P R AH P OW R SH AH N IH T,dIsprxporSxnIt,0.25,14
7761,grimace,G R IH M AH S,grImxs,0.33,6
4152,crush,K R AH SH,krxS,16.8,4
16922,stoop,S T UW P,stup,2.45,4
9375,interrupt,IH N T AH R R AH P T,Intxrrxpt,18.73,9
8443,hospitality,HH AA S P AH T AE L IH T IY,haspxtAlIti,4.53,11
13959,quarterly,K W AO R T AH R L IY,kwcrtxrli,0.88,9
2818,charity,CH AE R IH T IY,CArIti,16.49,6
7527,glacier,G L EY SH AH R,gleSxr,0.75,6
18977,utopian,Y UW T OW P IY AH N,yutopixn,0.29,8
1819,bloodstream,B L AH D S T R IY M,blxdstrim,1.73,9
17348,suspicion,S IH S P IH SH IH N,sIspISIn,7.31,8
18521,uncooperative,AH N K OW AA P AH R AH T IH V,xnkoapxrxtIv,0.63,12
8956,indecision,IH N D IH S IH ZH IH N,IndIsIZIn,0.43,9
19249,vive,V AY V,vYv,0.75,3
1818,bloodstained,B L AH D S T EY N D,blxdstend,0.31,9
4021,crag,K R AE G,krAg,0.37,4
18099,tradition,T R AH D IH SH IH N,trxdISIn,13.67,8
15728,sewage,S UW IH JH,suIJ,1.18,4
8954,indecent,IH N D IY S AH N T,Indisxnt,1.78,8
12918,phrasing,F R EY Z IH NG,frezIG,0.25,6
14208,reader,R IY D AH R,ridxr,5.45,5
11710,northernmost,N AO R DH AH R N M OW S T,ncrDxrnmost,0.06,11
2992,circle,S AH R K AH L,sxrkxl,21.51,6
4349,deadly,D EH D L IY,dEdli,9.88,5
8472,housework,HH AW S W AH R K,hWswxrk,1.25,7
1305,barbell,B AA R B EH L,barbEl,0.35,6
2727,centimeter,S EH N T AH M IY T AH R,sEntxmitxr,0.2,10
4372,debating,D AH B EY T IH NG,dxbetIG,1.63,7
9450,investment,IH N V EH S T M AH N T,InvEstmxnt,9.75,10
8418,horizon,HH AH R AY Z AH N,hxrYzxn,4.47,7
7135,fraction,F R AE K SH IH N,frAkSIn,2.04,7
14754,restful,R EH S T F AH L,rEstfxl,0.75,7
12554,patenting,P AE T AH N T IH NG,pAtxntIG,0.06,8
18370,twenty,T W EH N T IY,twEnti,27.02,6
1562,belong,B AH L AO NG,bxlcG,44.37,5
442,alignment,AH L AY N M AH N T,xlYnmxnt,1.31,8
19822,wreckage,R EH K IH JH,rEkIJ,2.08,5
5792,embargo,IH M B AA R G OW,Imbargo,0.47,7
2981,chutney,CH AH T N IY,Cxtni,0.45,5
16972,strategy,S T R AE T IH JH IY,strAtIJi,9.45,8
7379,garnet,G AA R N IH T,garnIt,0.98,6
7948,halt,HH AO L T,hclt,11.27,4
10241,local,L OW K AH L,lokxl,41.73,5
6603,female,F IY M EY L,fimel,31.61,5
2962,chubby,CH AH B IY,Cxbi,4.18,4
13718,proscribe,P R OW S K R AY B,proskrYb,0.04,8
10090,library,L AY B R EH R IY,lYbrEri,22.94,7
13524,preview,P R IY V Y UW,privyu,1.43,6
968,assumption,AH S AH M SH IH N,xsxmSIn,3.33,7
19170,victory,V IH K T AH R IY,vIktxri,21.45,7
15158,rusty,R AH S T IY,rxsti,12.88,5
11108,missive,M IH S IH V,mIsIv,0.12,5
7530,gladness,G L AE D N AH S,glAdnxs,0.31,7
13451,prejudice,P R EH JH IH D IH S,prEJIdIs,3.2,8
11063,mirror,M IH R AH R,mIrxr,24.18,5
445,alive,AH L AY V,xlYv,154.47,4
8663,ignorant,IH G N AH R AH N T,Ignxrxnt,6.25,8
9328,interconnectedness,IH N T AH R K AH N EH K T IH D N IH S,IntxrkxnEktIdnIs,0.08,16
1180,babbit,B AE B IH T,bAbIt,0.18,5
1843,blunt,B L AH N T,blxnt,4.9,5
3720,contest,K AA N T EH S T,kantEst,18.78,7
19566,whereupon,HH W EH R AH P AO N,hwErxpcn,0.22,8
10871,merciful,M AH R S IH F AH L,mxrsIfxl,3.49,8
4990,discontent,D IH S K IH N T EH N T,dIskIntEnt,0.9,10
18373,twilight,T W AY L AY T,twYlYt,3.06,6
12176,outstandingly,AW T S T AE N D IH NG L IY,WtstAndIGli,0.04,11
1913,bombing,B AA M IH NG,bamIG,7.49,5
4695,detach,D IH T AE CH,dItAC,0.67,5
13910,pussy,P UH S IY,pUsi,25.67,4
13806,psychotherapy,S AY K OW TH EH R AH P IY,sYkoTErxpi,0.45,10
3189,cobblestone,K AA B AH L S T OW N,kabxlston,0.16,9
16788,statue,S T AE CH UW,stACu,10.59,5
8164,heaving,HH IY V IH NG,hivIG,0.61,5
4371,debate,D IH B EY T,dIbet,9.29,5
5121,dissension,D IH S EH N CH IH N,dIsEnCIn,0.27,8
19297,vulnerable,V AH L N AH R AH B AH L,vxlnxrxbxl,8.57,10
2013,bowl,B OW L,bol,21.45,3
7214,frigid,F R IH JH IH D,frIJId,1.39,6
3609,conjugate,K AA N JH IH G IH T,kanJIgIt,0.2,8
4198,cupboard,K AH B AH R D,kxbxrd,2.49,6
9903,later,L EY T AH R,letxr,291.94,5
10615,marketplace,M AA R K IH T P L EY S,markItples,1.63,10
6310,experimental,IH K S P EH R AH M EH N T AH L,IkspErxmEntxl,3.9,13
17249,supercilious,S UW P AH R S IH L IY AH S,supxrsIlixs,0.14,11
9144,inhibit,IH N HH IH B AH T,InhIbxt,0.33,7
10563,manservant,M AE N S AH R V AH N T,mAnsxrvxnt,0.29,10
9277,insulate,IH N S AH L EY T,Insxlet,0.27,7
18302,trusting,T R AH S T IH NG,trxstIG,5.76,7
8538,hurtle,HH AH R T AH L,hxrtxl,0.02,6
4610,depreciation,D IH P R IY SH IY EY SH AH N,dIpriSieSxn,0.35,11
5659,editorial,EH D IH T OW R IY AH L,EdItorixl,2.18,9
1279,banging,B AE NG IH NG,bAGIG,8.55,5
16069,sirloin,S AH R L OY N,sxrlOn,0.61,6
2195,brushing,B R AH SH IH NG,brxSIG,2.18,6
13518,prevail,P R AH V EY L,prxvel,2.1,6
13512,pretentious,P R IH T EH N CH IH S,prItEnCIs,1.9,9
10474,maintain,M EY N T EY N,menten,12.96,6
7090,fortitude,F AO R T IH T UW D,fcrtItud,0.65,8
2932,chop,CH AA P,Cap,13.61,3
2255,bunker,B AH NG K AH R,bxGkxr,4.69,6
14456,regroup,R IY G R UW P,rigrup,1.41,6
5242,documentation,D AA K Y UH M AH N T EY SH IH N,dakyUmxnteSIn,1.35,13
18867,untenable,AH N T EH N AH B AH L,xntEnxbxl,0.2,9
4623,derangement,D IH R EY N JH M AH N T,dIrenJmxnt,0.14,10
132,achieve,AH CH IY V,xCiv,7.33,4
9276,insufficiently,IH N S AH F IH SH AH N T L IY,InsxfISxntli,0.04,12
18122,tranquil,T R AE NG K W AH L,trAGkwxl,0.82,8
13842,punch,P AH N CH,pxnC,29.69,4
832,ardor,AA R D AH R,ardxr,0.14,5
7899,gypsum,JH IH P S AH M,JIpsxm,0.25,6
16875,stiffer,S T IH F AH R,stIfxr,0.22,6
9532,italic,AH T AE L IH K,xtAlIk,0.06,6
3232,coherence,K OW HH IH R AH N S,kohIrxns,0.18,8
4532,deltoid,D EH L T OY D,dEltOd,0.12,6
11737,notion,N OW SH IH N,noSIn,6.59,5
7204,friendliness,F R EH N L IY N IH S,frEnlinIs,0.12,9
15001,rocket,R AA K IH T,rakIt,11.84,5
13912,put,P UH T,pUt,828.45,3
16768,statesman,S T EY T S M AH N,stetsmxn,0.61,8
4578,dental,D EH N T AH L,dEntxl,6.18,6
10171,linoleum,L IH N OW L IY AH M,lInolixm,0.53,8
9770,kissing,K IH S IH NG,kIsIG,23.31,5
8817,imprimatur,IH M P R AH M AA T AH R,Imprxmatxr,0.04,10
5265,dominance,D AA M AH N IH N S,damxnIns,0.76,8
3842,corker,K AO R K AH R,kcrkxr,0.18,6
15637,senseless,S EH N S L AH S,sEnslxs,2.57,7
12542,pastel,P AE S T EH L,pAstEl,0.27,6
17337,survive,S AH R V AY V,sxrvYv,30.14,6
14989,roam,R OW M,rom,3.39,3
16749,stark,S T AA R K,stark,6.49,5
19676,windowless,W IH N D OW L AH S,wIndolxs,0.2,8
16652,spurt,S P AH R T,spxrt,0.37,5
15256,sanction,S AE NG K SH IH N,sAGkSIn,0.84,7
3310,combustion,K AH M B AH S CH AH N,kxmbxsCxn,1.25,9
6484,fancier,F AE N S IY AH R,fAnsixr,0.24,7
10247,location,L OW K EY SH IH N,lokeSIn,24.76,7
19868,xylophone,Z AY L AH F OW N,zYlxfon,0.18,7
18300,trusteeship,T R AH S T IY SH IH P,trxstiSIp,0.02,9
17879,tiered,T IY R D,tird,0.02,4
9040,ineptness,IH N EH P T N IH S,InEptnIs,0.02,8
14594,renewal,R IH N UW AH L,rInuxl,0.96,6
13962,quartz,K W AO R T S,kwcrts,0.53,6
12935,piano,P IY AE N OW,piAno,24.86,5
11031,mindless,M AY N D L IH S,mYndlIs,1.71,7
3125,clod,K L AA D,klad,0.41,4
1260,balloon,B AH L UW N,bxlun,8.67,5
3282,colonial,K AH L OW N IY AH L,kxlonixl,2.06,8
11202,monetary,M AA N IH T EH R IY,manItEri,1.02,8
5487,ductwork,D AH K T W AH R K,dxktwxrk,0.08,8
9547,jade,JH EY D,Jed,5.08,3
9726,keyboard,K IY B AO R D,kibcrd,1.8,6
606,analyze,AE N AH L AY Z,AnxlYz,3.24,6
11685,nonpayment,N AA N P EY M AH N T,nanpemxnt,0.16,9
16687,stable,S T EY B AH L,stebxl,13.2,6
1976,botanical,B AH T AE N IH K AH L,bxtAnIkxl,1.04,9
14124,ranger,R EY N JH AH R,renJxr,7.43,6
11015,mill,M IH L,mIl,9.53,3
6493,fantasy,F AE N T IH S IY,fAntIsi,16.24,7
12254,oversimplify,OW V AH R S IH M P L IH F AY,ovxrsImplIfY,0.06,12
308,affection,AH F EH K SH IH N,xfEkSIn,8.45,7
4088,crib,K R IH B,krIb,6.2,4
12481,parlay,P AA R L EY,parle,0.67,5
16140,skyscraper,S K AY S K R EY P AH R,skYskrepxr,0.78,10
18892,unwed,AH N W EH D,xnwEd,0.53,5
10018,leisurely,L IY ZH AH R L IY,liZxrli,0.57,7
5699,eighty,EY T IY,eti,2.53,3
12434,parallel,P AE R AH L EH L,pArxlEl,4.39,7
19704,wiser,W AY Z AH R,wYzxr,2.59,5
6123,etcetera,EH T S EH T AH R AH,EtsEtxrx,1.22,8
18166,transparent,T R AE N S P AE R AH N T,trAnspArxnt,1.8,11
4675,despise,D IH S P AY Z,dIspYz,4.51,6
14524,relevance,R EH L AH V AH N S,rElxvxns,1.61,8
78,academy,AH K AE D AH M IY,xkAdxmi,12.41,7
12980,pike,P AY K,pYk,4.59,3
6316,expiation,EH K S P IY EY SH IH N,EkspieSIn,0.04,9
13199,poison,P OY Z AH N,pOzxn,24.55,5
2197,brutal,B R UW T AH L,brutxl,7.35,6
14974,rival,R AY V AH L,rYvxl,3.78,5
16237,smallpox,S M AO L P AA K S,smclpaks,1.47,8
7865,gulp,G AH L P,gxlp,0.98,4
10110,lifeless,L AY F L AH S,lYflxs,1.25,6
13180,poach,P OW CH,poC,0.33,3
18989,vaccination,V AE K S AH N EY SH AH N,vAksxneSxn,0.75,10
14180,rave,R EY V,rev,2.53,3
2286,burning,B AH R N IH NG,bxrnIG,30.61,6
155,acrobat,AE K R AH B AE T,AkrxbAt,0.59,7
7869,gun,G AH N,gxn,213.2,3
10680,materiel,M AH T IH R IY EH L,mxtIriEl,0.04,8
2573,carrier,K AE R IY AH R,kArixr,6.39,6
12911,photograph,F OW T OW G R AE F,fotogrAf,11.35,8
2236,bull,B UH L,bUl,27.51,3
5257,dollar,D AA L AH R,dalxr,27.65,5
1385,battlefield,B AE T AH L F IY L D,bAtxlfild,3.24,9
10350,lucky,L AH K IY,lxki,143.45,4
10312,lore,L OW R,lor,0.67,3
6059,equivocal,IH K W IH V AH K AH L,IkwIvxkxl,0.16,9
7944,hallucination,HH AH L UW S AH N EY SH IH N,hxlusxneSIn,1.78,11
5104,disquiet,D IH S K W AY AH T,dIskwYxt,0.08,8
13445,prefix,P R IY F IH K S,prifIks,0.41,7
12785,periwinkle,P EH R IH W IH NG K AH L,pErIwIGkxl,0.18,10
11016,millennium,M AH L EH N IY AH M,mxlEnixm,4.29,8
935,assailant,AH S EY L AH N T,xselxnt,1.47,7
14291,recite,R IH S AY T,rIsYt,3.0,5
17429,symptom,S IH M P T AH M,sImptxm,1.88,7
8138,hearing,HH IH R IH NG,hIrIG,44.73,5
6501,farfetched,F AA R F EH CH T,farfECt,0.08,7
4356,dealing,D IY L IH NG,dilIG,28.24,5
14775,resurgence,R IY S AH R JH AH N S,risxrJxns,0.08,9
13536,priest,P R IY S T,prist,26.2,5
4253,cyclical,S IH K L IH K AH L,sIklIkxl,0.16,8
11246,morale,M AH R AE L,mxrAl,4.12,5
5722,elective,AH L EH K T IH V,xlEktIv,1.02,7
15730,sex,S EH K S,sEks,152.18,4
3600,congregation,K AA NG G R IH G EY SH IH N,kaGgrIgeSIn,2.29,11
11711,northwest,N AO R TH W EH S T,ncrTwEst,4.0,8
13498,pressing,P R EH S IH NG,prEsIG,5.67,6
14762,restorer,R IH S T AO R AH R,rIstcrxr,0.22,8
17285,supporter,S AH P OW R T AH R,sxportxr,0.73,8
4209,curiosity,K Y UH R IY AA S IH T IY,kyUriasIti,8.53,10
14688,rescind,R IH S IH N D,rIsInd,0.53,6
17178,suffocation,S AH F AH K EY SH IH N,sxfxkeSIn,0.75,9
5119,disseminate,D IH S EH M AH N EY T,dIsEmxnet,0.08,9
3893,cortex,K AO R T EH K S,kcrtEks,1.12,7
642,animosity,AE N AH M AA S IH T IY,AnxmasIti,0.61,9
17473,tadpole,T AE D P OW L,tAdpol,0.59,6
12104,osseous,AA S IY AH S,asixs,0.04,5
2345,buyer,B AY AH R,bYxr,5.18,4
2519,captive,K AE P T IH V,kAptIv,2.27,6
18301,trustful,T R AH S T F AH L,trxstfxl,0.1,8
6383,extreme,IH K S T R IY M,Ikstrim,10.94,7
13494,president,P R EH Z IH D IH N T,prEzIdInt,140.67,9
7648,gradient,G R EY D IY AH N T,gredixnt,0.18,8
15990,signature,S IH G N AH CH UH R,sIgnxCUr,12.2,8
19035,variance,V EH R IY AH N S,vErixns,0.37,7
10897,messy,M EH S IY,mEsi,6.86,4
7155,frangipani,F R AE N JH AH P AE N IY,frAnJxpAni,0.04,10
19715,withdrawal,W IH DH D R AO AH L,wIDdrcxl,2.86,8
15830,shilling,SH IH L IH NG,SIlIG,1.47,5
5522,dugout,D AH G AW T,dxgWt,0.9,5
6376,extraordinarily,IH K S T R AO R D AH N EH R AH L IY,IkstrcrdxnErxli,1.14,15
17102,subsequent,S AH B S IH K W AH N T,sxbsIkwxnt,1.25,10
13877,purging,P AH R JH IH NG,pxrJIG,0.51,6
12348,paintbrush,P EY N T B R AH SH,pentbrxS,0.53,8
19881,yawn,Y AO N,ycn,1.0,3
15739,shade,SH EY D,Sed,5.96,3
19184,villa,V IH L AH,vIlx,4.39,4
13302,portico,P OW R T IH K OW,portIko,0.31,7
14201,reactivate,R IY AE K T AH V EY T,riAktxvet,0.37,9
12555,pater,P EY T AH R,petxr,0.2,5
15296,satiric,S AH T IH R IH K,sxtIrIk,0.04,7
16932,storeroom,S T OW R R UW M,storrum,1.63,7
3371,communion,K AH M Y UW N Y AH N,kxmyunyxn,2.08,9
3051,clarity,K L AE R AH T IY,klArxti,2.1,7
1025,attentive,AH T EH N T IH V,xtEntIv,1.29,7
9345,interject,IH N T AH R JH EH K T,IntxrJEkt,0.45,9
18000,tonic,T AA N IH K,tanIk,3.82,5
9808,knowledge,N AA L IH JH,nalIJ,25.53,5
15996,signify,S IH G N AH F AY,sIgnxfY,0.63,7
11001,mildew,M IH L D UW,mIldu,0.43,5
7679,granular,G R AE N Y UH L AH R,grAnyUlxr,0.04,9
17782,thin,TH IH N,TIn,20.18,3
5027,disenfranchisement,D IH S EH N F R AE N CH IH Z M AH N T,dIsEnfrAnCIzmxnt,0.02,16
10899,metabolism,M AH T AE B AH L IH Z AH M,mxtAbxlIzxm,1.08,11
6747,firebug,F AY R B AH G,fYrbxg,0.24,6
15802,sheen,SH IY N,Sin,0.94,3
16261,smoothness,S M UW DH N AH S,smuDnxs,0.12,7
5080,disparity,D IH S P AE R AH T IY,dIspArxti,0.2,9
1676,bimonthly,B AY M AH N TH L IY,bYmxnTli,0.18,8
4054,crease,K R IY S,kris,1.35,4
13767,proviso,P R AH V AY Z OW,prxvYzo,0.2,7
11109,misstep,M IH S S T EH P,mIsstEp,0.2,7
5874,enclave,EH N K L EY V,Enklev,0.06,6
6895,florist,F L OW R IH S T,florIst,2.41,7
2846,checkbook,CH EH K B UH K,CEkbUk,2.35,6
6008,environment,EH N V AY R AH N M AH N T,EnvYrxnmxnt,12.78,11
1769,bleacher,B L IY CH AH R,bliCxr,0.06,6
13960,quartermaster,K W AO R T AH R M AE S T AH R,kwcrtxrmAstxr,0.9,13
988,astronomy,AH S T R AA N AH M IY,xstranxmi,1.31,9
19261,voice,V OY S,vOs,86.16,3
7585,gnome,N OW M,nom,0.63,3
19193,vinegar,V IH N IH G AH R,vInIgxr,1.69,7
16355,softer,S AO F T AH R,scftxr,1.71,6
8904,inclusive,IH N K L UW S IH V,InklusIv,0.22,8
1817,bloodstain,B L AH D S T EY N,blxdsten,0.24,8
12014,oppressor,AH P R EH S AH R,xprEsxr,0.51,7
14182,ravine,R AH V IY N,rxvin,1.84,5
1110,auxiliary,AO G Z IH L Y AH R IY,cgzIlyxri,2.14,9
10836,melon,M EH L IH N,mElIn,4.27,5
19468,wean,W IY N,win,0.25,3
6705,filler,F IH L AH R,fIlxr,0.55,5
15721,severely,S AH V IH R L IY,sxvIrli,3.02,7
5717,elder,EH L D AH R,Eldxr,7.04,5
11563,net,N EH T,nEt,15.55,3
6286,expandable,IH K S P AE N D AH B AH L,IkspAndxbxl,0.1,11
13712,proprietor,P R AH P R AY AH T AH R,prxprYxtxr,1.18,10
694,antidote,AE N T IH D OW T,AntIdot,4.33,7
2079,breakaway,B R EY K AH W EY,brekxwe,0.67,7
13490,preservation,P R EH Z AH R V EY SH IH N,prEzxrveSIn,1.08,11
3615,connective,K AH N EH K T IH V,kxnEktIv,0.04,8
11564,nettle,N EH T AH L,nEtxl,0.16,5
13336,postulate,P AA S CH AH L AH T,pasCxlxt,0.06,8
8963,indefinite,IH N D EH F AH N IH T,IndEfxnIt,0.39,9
19383,warning,W AO R N IH NG,wcrnIG,31.96,6
16376,solemnity,S AH L EH M N IH T IY,sxlEmnIti,0.06,9
2430,camouflage,K AE M AH F L AA ZH,kAmxflaZ,1.84,8
13070,plaintive,P L EY N T IH V,plentIv,0.12,7
8635,idler,AY D L AH R,Ydlxr,0.14,5
2640,catastrophically,K AE T AH S T R AA F IH K AH L IY,kAtxstrafIkxli,0.02,14
9301,intelligence,IH N T EH L IH JH IH N S,IntElIJIns,19.27,10
10174,lioness,L AY AH N IH S,lYxnIs,0.33,6
15905,shouting,SH AW T IH NG,SWtIG,14.59,5
9730,khaki,K AE K IY,kAki,0.82,4
3688,consul,K AA N S AH L,kansxl,3.61,6
12507,participate,P AA R T IH S AH P EY T,partIsxpet,4.39,10
11218,monologue,M AA N AH L AO G,manxlcg,1.14,7
1612,bespeak,B IH S P IY K,bIspik,0.14,6
11345,mullah,M AH L AH,mxlx,0.04,4
14006,quicksilver,K W IH K S IH L V AH R,kwIksIlvxr,0.31,10
3614,connection,K AH N EH K SH AH N,kxnEkSxn,27.18,8
1454,beckoning,B EH K AH N IH NG,bEkxnIG,0.31,7
12881,pharmacy,F AA R M AH S IY,farmxsi,3.43,7
18795,unredeemed,AH N R IY D IY M D,xnridimd,0.02,8
19012,validity,V AH L IH D IH T IY,vxlIdIti,0.59,8
19934,zinc,Z IH NG K,zIGk,0.84,4
7934,halftime,HH AE F T AY M,hAftYm,1.33,6
15771,shaping,SH EY P IH NG,SepIG,1.04,5
3216,coed,K OW EH D,koEd,0.59,4
18051,totalitarian,T OW T AE L IH T EH R IY AH N,totAlItErixn,0.16,12
18924,upriver,AH P R IH V AH R,xprIvxr,0.94,7
601,analysis,AH N AE L IH S IH S,xnAlIsIs,11.04,8
13332,postmaster,P OW S T M AE S T AH R,postmAstxr,0.33,10
10601,marinate,M AE R AH N EY T,mArxnet,0.37,7
3136,closing,K L OW Z IH NG,klozIG,26.14,6
16602,splotch,S P L AA CH,splaC,0.08,5
10106,life,L AY F,lYf,796.65,3
1733,blackbird,B L AE K B AH R D,blAkbxrd,0.82,8
13294,port,P OW R T,port,14.53,4
3868,corpse,K AO R P S,kcrps,10.1,5
1047,audition,AO D IH SH IH N,cdISIn,13.82,6
9013,indolence,IH N D AH L AH N S,Indxlxns,0.02,8
0,a,AH,x,20415.27,1
3320,comfortable,K AH M F AH R T AH B AH L,kxmfxrtxbxl,47.22,11
11075,mischief,M IH S CH IH F,mIsCIf,2.1,6
2071,bread,B R EH D,brEd,28.33,4
9497,irrelevant,IH R EH L AH V AH N T,IrElxvxnt,5.14,9
3045,clap,K L AE P,klAp,4.73,4
5309,downcast,D AW N K AE S T,dWnkAst,0.14,7
10008,legion,L IY JH IH N,liJIn,2.47,5
15949,sicker,S IH K AH R,sIkxr,1.22,5
6238,exclusiveness,IH K S K L UW S IH V N EH S,IksklusIvnEs,0.06,12
9133,ingredient,IH N G R IY D IY AH N T,Ingridixnt,2.61,10
16143,slack,S L AE K,slAk,5.92,4
2958,chronicler,K R AA N IH K L AH R,kranIklxr,0.2,9
1882,bog,B AO G,bcg,0.96,3
16741,starboard,S T AA R B AH R D,starbxrd,6.55,8
13254,pontificate,P AA N T IH F IH K EY T,pantIfIket,0.04,10
17339,susceptibility,S AH S EH P T AH B IH L AH T IY,sxsEptxbIlxti,0.1,13
9645,judging,JH AH JH IH NG,JxJIG,8.16,5
3438,complex,K AH M P L EH K S,kxmplEks,13.12,8
1458,bedbug,B EH D B AH G,bEdbxg,0.29,6
19718,withholding,W IH TH HH OW L D IH NG,wITholdIG,1.88,9
6120,estrangement,IH S T R EY N JH M AH N T,IstrenJmxnt,0.2,11
17471,tactical,T AE K T IH K AH L,tAktIkxl,5.51,8
9419,introspective,IH N T R OW S P EH K T IH V,IntrospEktIv,0.29,12
4918,dingy,D IH N JH IY,dInJi,0.61,5
10669,matchmaking,M AE CH M EY K IH NG,mACmekIG,0.29,8
3048,clarification,K L AE R AH F AH K EY SH IH N,klArxfxkeSIn,0.59,12
1532,belief,B AH L IY F,bxlif,7.61,5
17462,taboo,T AE B UW,tAbu,1.22,4
10519,manage,M AE N IH JH,mAnIJ,21.47,5
13827,puke,P Y UW K,pyuk,6.25,4
14033,rabble,R AE B AH L,rAbxl,1.06,5
1254,ballad,B AE L AH D,bAlxd,1.41,5
3090,clever,K L EH V AH R,klEvxr,27.27,6
16518,speak,S P IY K,spik,187.18,4
9229,insipid,IH N S IH P IH D,InsIpId,0.61,7
2465,canny,K AE N IY,kAni,0.22,4
9763,kinetic,K AH N EH T IH K,kxnEtIk,0.63,7
19691,wintertime,W IH N T AH R T AY M,wIntxrtYm,0.43,9
18106,tragic,T R AE JH IH K,trAJIk,12.24,6
3368,communicational,K AH M Y UW N AH K EY SH AH N AH L,kxmyunxkeSxnxl,0.02,14
3996,coworker,K OW W AH R K AH R,kowxrkxr,0.67,8
8778,impersonate,IH M P AH R S AH N EY T,Impxrsxnet,0.65,10
18017,tooth,T UW TH,tuT,13.57,3
16659,squadron,S K W AA D R AH N,skwadrxn,4.39,8
534,ambassador,AE M B AE S AH D AH R,AmbAsxdxr,13.51,9
14148,rare,R AE R,rAr,21.31,3
17688,terrier,T EH R IY AH R,tErixr,0.96,6
9564,jazz,JH AE Z,JAz,11.92,3
8811,impresario,IH M P R IH S AA R IY OW,ImprIsario,0.25,10
9327,interconnect,IH N T AH R K AH N EH K T,IntxrkxnEkt,0.02,11
6560,feasible,F IY Z AH B AH L,fizxbxl,0.61,7
10017,leisure,L IY ZH AH R,liZxr,2.53,5
16828,steeple,S T IY P AH L,stipxl,0.41,6
5485,duck,D AH K,dxk,24.76,3
19356,wanton,W AO N T AH N,wcntxn,0.82,6
11786,nurture,N AH R CH AH R,nxrCxr,0.73,6
7238,fruit,F R UW T,frut,21.73,4
17884,tightest,T AY T AH S T,tYtxst,0.29,6
2072,breadth,B R EH D TH,brEdT,0.43,5
3977,cove,K OW V,kov,3.25,3
12730,penury,P EH N Y AH R IY,pEnyxri,0.02,7
11728,note,N OW T,not,53.55,3
8862,inaudible,IH N AO D IH B AH L,IncdIbxl,0.57,8
15477,scrutiny,S K R UW T IH N IY,skrutIni,1.14,8
8013,happy,HH AE P IY,hApi,333.2,4
19689,winsome,W IH N S AH M,wInsxm,0.12,6
631,angelica,AE N JH EH L AH K AH,AnJElxkx,1.67,8
3515,conclusion,K AH N K L UW ZH IH N,kxnkluZIn,9.12,9
6271,exile,EH G Z AY L,EgzYl,1.86,5
11829,obituary,AH B IH CH UW EH R IY,xbICuEri,1.33,8
5677,efficiency,IH F IH SH AH N S IY,IfISxnsi,2.73,8
7407,gaunt,G AO N T,gcnt,0.16,4
18306,truthfulness,T R UW TH F AH L N AH S,truTfxlnxs,0.18,10
5283,doorstep,D OW R S T EH P,dorstEp,3.37,7
19783,worse,W AH R S,wxrs,98.08,4
6464,falling,F AA L IH NG,falIG,36.02,5
13041,piteous,P IH T IY AH S,pItixs,0.16,6
15563,seductive,S IH D AH K T IH V,sIdxktIv,0.75,8
13857,punster,P AH N S T AH R,pxnstxr,0.02,7
10839,member,M EH M B AH R,mEmbxr,28.78,6
19450,wayside,W EY S AY D,wesYd,0.25,5
14692,researcher,R IY S AH R CH AH R,risxrCxr,0.75,8
11689,nonsensical,N AA N S EH N S IH K AH L,nansEnsIkxl,0.25,11
7320,gainful,G EY N F AH L,genfxl,0.12,6
12890,philanthropist,F AH L AE N TH R AH P IH S T,fxlAnTrxpIst,0.88,12
4031,crap,K R AE P,krAp,61.78,4
1864,boatel,B OW T EH L,botEl,0.04,5
16566,spherical,S F IH R IH K AH L,sfIrIkxl,0.18,8
17455,table,T EY B AH L,tebxl,105.63,5
12604,paymaster,P EY M AE S T AH R,pemAstxr,0.18,8
12590,paunchy,P AO N CH IY,pcnCi,0.08,5
19395,washbasin,W AO SH B EY S AH N,wcSbesxn,0.02,8
13956,quart,K W AO R T,kwcrt,2.08,5
